t,area,nCasesByAge_1,nCasesByAge_2,nCasesByAge_3,nCasesByAge_4,nCasesByAge_5,nCasesByAge_6,nCasesByAge_7,nCasesByAge_8,nCasesByAge_9,nCasesByAge_10,nHospByAge_DOR_1,nHospByAge_DOR_2,nHospByAge_DOR_3,nHospByAge_DOR_4,nHospByAge_DOR_5,nHospByAge_DOR_6,nHospByAge_DOR_7,nHospByAge_DOR_8,nHospByAge_DOR_9,nHospByAge_DOR_10,nHospByAge_DOA_1,nHospByAge_DOA_2,nHospByAge_DOA_3,nHospByAge_DOA_4,nHospByAge_DOA_5,nHospByAge_DOA_6,nHospByAge_DOA_7,nHospByAge_DOA_8,nHospByAge_DOA_9,nHospByAge_DOA_10,nDiscByAge_1,nDiscByAge_2,nDiscByAge_3,nDiscByAge_4,nDiscByAge_5,nDiscByAge_6,nDiscByAge_7,nDiscByAge_8,nDiscByAge_9,nDiscByAge_10
13-Jun-2022,National,540,697,909,1106,950,877,640,379,177,63,5,2,3,4,3,5,13,8,14,1,3,2,2,4,3,5,7,18,13,2,4,4,0,4,3,10,8,9,11,5
14-Jun-2022,National,499,583,866,968,884,776,599,362,165,35,8,2,6,2,1,4,5,13,16,0,4,3,5,1,5,6,3,12,13,4,5,2,3,3,6,6,13,11,21,4
15-Jun-2022,National,448,576,788,967,851,815,629,333,134,48,7,2,3,4,1,8,10,13,7,7,13,2,5,3,5,7,16,5,14,2,6,4,6,5,6,7,6,14,12,5
16-Jun-2022,National,440,486,729,877,716,723,537,325,147,38,7,0,1,2,4,5,10,10,11,3,7,0,2,3,2,4,10,12,10,3,10,0,6,1,2,3,10,10,12,4
17-Jun-2022,National,413,428,594,757,655,633,522,304,161,48,1,0,4,3,2,7,8,5,12,4,2,0,4,3,3,5,10,7,10,5,4,0,3,4,1,7,10,14,14,7
18-Jun-2022,National,287,336,435,612,507,468,382,191,78,16,4,2,3,3,4,5,4,8,7,2,4,1,5,3,2,9,9,5,9,3,3,0,1,2,1,1,9,3,8,3
19-Jun-2022,National,342,469,562,672,668,639,405,252,95,23,5,3,4,2,3,9,10,14,9,5,4,2,2,1,0,7,8,20,14,5,2,3,4,2,1,8,5,5,8,2
20-Jun-2022,National,485,618,776,943,938,795,619,382,203,46,9,0,2,2,6,6,10,14,14,1,6,0,4,3,4,8,8,11,12,3,12,0,3,2,5,4,13,23,15,6
21-Jun-2022,National,417,559,807,1019,852,803,567,378,203,74,3,3,2,2,5,7,10,8,15,5,3,1,3,2,7,9,15,14,10,5,5,1,4,3,3,8,12,10,10,4
22-Jun-2022,National,454,493,682,940,895,842,579,356,165,29,8,3,2,3,6,2,10,15,13,1,5,5,2,3,8,3,7,13,21,4,5,3,3,0,7,4,12,10,18,3
23-Jun-2022,National,397,473,605,825,739,755,569,336,159,56,5,1,3,1,9,10,9,11,15,4,12,2,1,2,6,5,10,17,16,4,7,4,0,4,8,9,11,13,13,5
24-Jun-2022,National,308,403,489,658,592,594,449,270,121,21,7,0,2,2,0,6,5,10,6,2,6,0,0,2,3,5,5,12,16,3,7,0,2,4,2,4,5,10,11,6
25-Jun-2022,National,370,417,589,773,726,654,516,303,142,28,5,1,1,4,4,8,9,12,11,1,4,1,1,6,3,8,12,13,11,1,4,0,0,4,3,4,8,7,5,1
26-Jun-2022,National,420,572,725,899,972,904,637,357,141,32,9,1,4,0,8,7,13,11,14,6,14,2,2,0,6,8,6,13,16,2,8,2,2,0,7,6,3,10,5,1
27-Jun-2022,National,609,756,1159,1388,1240,1250,957,523,282,66,12,4,5,7,4,11,8,14,16,6,8,2,6,4,6,10,10,17,18,4,10,2,4,1,4,12,10,9,19,2
28-Jun-2022,National,517,639,1287,1315,1217,1185,876,526,287,76,5,0,2,7,4,8,10,21,21,7,5,0,3,3,3,10,13,17,25,8,6,0,5,4,4,11,15,14,18,2
29-Jun-2022,National,449,601,1192,1313,1125,1159,895,595,255,57,7,3,7,4,5,7,12,23,22,5,7,2,8,2,2,7,9,13,22,7,8,2,8,2,7,10,12,17,18,6
30-Jun-2022,National,480,631,1035,1201,1052,1154,809,545,237,44,6,2,5,9,2,3,13,14,26,4,6,3,5,8,6,5,11,15,19,3,8,0,4,1,5,11,12,14,17,5
01-Jul-2022,National,487,544,906,1000,917,1028,821,554,319,80,7,0,1,3,4,6,16,17,13,4,8,0,2,6,4,7,16,23,25,12,7,2,4,7,1,4,12,17,20,5
02-Jul-2022,National,345,463,694,852,793,827,678,446,163,31,11,0,3,5,7,5,7,12,15,8,9,0,2,5,4,6,12,18,15,6,10,1,2,5,5,7,9,6,12,1
03-Jul-2022,National,410,636,843,1088,949,1071,789,435,177,34,8,3,3,3,1,6,9,16,16,3,8,1,2,6,5,7,7,20,19,3,7,0,2,7,4,1,9,6,5,1
04-Jul-2022,National,619,870,1287,1550,1453,1484,1181,728,355,105,10,3,1,8,6,15,15,18,29,13,8,1,6,3,2,12,12,20,20,11,11,3,2,3,4,9,9,24,27,8
05-Jul-2022,National,616,842,1531,1781,1543,1695,1203,704,325,78,8,2,6,8,5,13,15,31,18,9,9,6,5,8,4,7,14,17,20,8,5,4,6,6,6,8,12,25,12,5
06-Jul-2022,National,591,868,1492,1735,1572,1711,1295,804,374,115,7,0,3,2,7,8,17,27,33,11,8,2,4,7,8,12,22,19,28,6,7,4,5,10,4,4,15,14,28,8
07-Jul-2022,National,563,762,1272,1560,1343,1447,1146,735,367,93,10,1,5,8,5,8,5,21,25,11,11,1,4,9,7,14,5,25,33,10,12,2,3,8,8,11,13,20,14,5
08-Jul-2022,National,591,758,1212,1494,1312,1486,1207,802,333,98,5,1,3,8,7,12,14,29,28,22,8,0,1,8,8,7,16,24,19,20,6,0,4,7,9,11,15,29,23,8
09-Jul-2022,National,483,660,1002,1185,1076,1255,955,582,219,58,10,4,2,6,7,13,12,25,27,9,8,2,2,5,4,10,7,22,31,5,8,2,0,3,3,4,8,9,11,6
10-Jul-2022,National,542,771,1187,1375,1292,1410,1004,575,210,40,12,5,4,7,10,5,12,11,18,7,9,4,6,7,4,8,13,22,15,3,8,0,6,8,5,8,5,12,11,5
11-Jul-2022,National,725,989,1596,1872,1743,1832,1406,841,409,124,7,3,6,4,6,7,18,28,24,10,9,1,7,4,11,4,18,20,18,12,10,4,5,4,7,6,12,27,27,13
12-Jul-2022,National,661,980,1747,1860,1755,1821,1328,755,395,126,12,5,6,8,9,9,18,22,35,7,12,3,3,4,12,7,18,26,29,13,12,2,5,6,6,9,14,19,35,9
13-Jul-2022,National,739,847,1640,1881,1683,1807,1425,833,407,116,15,1,9,7,2,5,18,30,28,15,16,4,7,9,5,5,19,35,28,14,14,4,4,6,8,9,12,23,22,13
14-Jul-2022,National,665,868,1380,1673,1533,1685,1342,858,370,85,13,1,8,4,6,19,18,24,34,12,13,4,10,4,10,16,17,24,39,19,13,4,6,8,10,13,19,18,23,10
15-Jul-2022,National,612,771,1183,1358,1340,1452,1162,823,386,123,16,1,9,4,5,8,19,37,23,16,16,0,5,5,5,7,16,29,19,13,19,2,5,5,6,12,27,36,33,6
16-Jul-2022,National,463,588,838,1046,954,1059,851,473,195,36,10,0,4,1,3,10,18,21,13,8,10,2,5,2,3,8,14,26,15,11,11,0,8,4,3,5,5,15,16,5
17-Jul-2022,National,470,593,1062,1182,1139,1247,938,496,194,38,6,2,1,4,4,14,11,14,23,12,9,2,3,6,3,8,10,17,37,8,7,0,3,2,4,5,10,13,18,5
18-Jul-2022,National,627,812,1523,1657,1517,1671,1267,837,403,85,6,1,7,7,7,8,21,28,27,11,4,0,5,5,5,9,21,27,25,12,7,1,5,9,3,11,20,34,38,13
19-Jul-2022,National,629,758,1606,1638,1523,1702,1285,711,332,98,8,1,6,3,3,14,15,33,31,15,7,2,9,5,5,13,16,31,38,19,10,0,9,5,6,9,17,26,25,21
20-Jul-2022,National,571,730,1430,1597,1460,1598,1272,809,374,117,11,2,8,6,8,14,24,27,37,15,6,3,9,5,6,15,22,33,32,9,6,1,9,7,9,15,18,32,23,10
21-Jul-2022,National,548,636,1238,1339,1235,1452,1149,647,350,101,11,1,9,9,10,5,20,29,36,11,10,0,7,5,9,10,21,26,24,14,6,3,10,3,5,11,17,26,33,17
22-Jul-2022,National,486,659,1057,1201,1109,1222,989,632,287,76,16,1,4,3,7,8,11,17,32,9,14,0,2,7,6,9,17,19,39,11,13,1,2,3,7,9,17,31,22,14
23-Jul-2022,National,415,502,791,925,807,930,745,423,184,69,8,1,4,4,6,11,12,21,15,9,11,2,5,3,2,9,7,17,19,7,10,1,3,4,4,10,6,25,11,5
24-Jul-2022,National,450,610,953,1067,988,1088,812,419,214,47,8,0,8,7,2,5,17,16,27,4,9,0,7,7,6,10,22,21,22,10,9,2,8,5,3,10,11,12,14,9
25-Jul-2022,National,599,744,1408,1495,1342,1439,1126,630,371,95,5,3,5,9,10,6,25,24,27,14,11,2,5,7,9,5,18,13,29,14,3,1,4,8,3,6,20,29,33,18
26-Jul-2022,National,490,797,1447,1395,1182,1302,1084,642,310,78,14,0,6,5,6,13,14,29,31,6,11,1,7,5,12,15,20,24,35,6,16,2,6,13,6,12,21,19,36,7
27-Jul-2022,National,487,653,1157,1219,1064,1163,945,572,271,89,8,0,2,8,12,9,17,15,24,7,6,1,6,6,5,9,19,17,23,9,10,2,7,7,8,11,15,22,29,8
28-Jul-2022,National,511,699,1114,1211,1036,1183,929,570,260,78,11,4,5,9,9,6,37,28,18,13,15,1,6,6,11,8,28,25,22,8,8,1,3,3,8,9,22,24,27,13
29-Jul-2022,National,499,536,893,959,832,948,754,495,236,68,11,2,5,6,4,5,15,15,25,7,9,4,3,7,11,4,22,21,21,11,11,1,8,5,8,8,33,24,32,11
30-Jul-2022,National,343,432,597,731,627,693,547,295,153,41,10,3,2,4,12,4,13,14,20,4,8,2,1,7,7,2,12,18,18,4,10,4,5,4,6,8,16,7,18,5
31-Jul-2022,National,389,488,729,823,777,829,587,282,128,46,6,3,4,4,7,8,11,13,21,9,7,1,4,2,5,12,8,19,22,4,9,2,2,5,9,7,11,13,7,3
01-Aug-2022,National,602,725,1027,1117,989,1056,786,449,247,87,8,0,3,2,6,9,12,15,29,9,7,2,4,4,5,6,17,20,25,11,7,1,5,6,12,8,18,16,32,16
02-Aug-2022,National,465,648,896,1119,944,952,712,406,227,68,3,1,5,4,14,12,15,19,24,9,5,0,0,5,4,10,18,19,19,10,6,0,1,3,5,10,18,35,28,11
03-Aug-2022,National,481,596,918,1025,878,894,680,345,249,65,7,1,6,3,5,10,13,15,17,4,6,2,6,5,8,8,15,21,23,7,6,2,2,5,7,10,21,15,30,13
04-Aug-2022,National,435,562,736,851,793,759,586,356,162,52,9,1,7,6,1,10,13,15,16,6,9,3,10,4,5,10,12,22,21,7,11,1,9,5,8,8,16,26,16,6
05-Aug-2022,National,384,491,635,752,657,711,570,315,194,79,8,3,4,4,5,6,13,18,17,9,5,1,5,6,3,11,12,16,24,6,6,1,6,8,7,9,21,16,25,12
06-Aug-2022,National,279,332,478,546,482,526,397,225,132,25,3,0,2,3,2,4,8,12,18,3,6,2,3,2,5,5,7,18,15,5,6,2,3,3,3,5,9,7,12,5
07-Aug-2022,National,292,422,526,688,614,619,383,218,110,16,5,1,2,0,3,5,6,14,19,5,7,1,2,1,3,8,5,10,15,3,3,2,2,1,4,6,2,9,8,2
08-Aug-2022,National,459,642,813,940,861,893,631,399,212,58,8,0,8,6,4,12,16,28,26,7,6,1,5,3,6,12,13,14,18,3,10,1,2,2,7,11,8,20,33,12
09-Aug-2022,National,365,518,802,880,729,800,543,305,174,54,10,1,1,3,6,14,14,14,25,4,11,0,1,3,4,9,9,9,11,1,4,0,5,3,4,8,12,28,28,4
10-Aug-2022,National,351,463,686,768,760,714,553,313,164,30,9,0,6,1,6,6,10,19,14,5,9,1,6,1,2,5,15,15,18,6,14,1,7,2,2,10,12,23,28,7
11-Aug-2022,National,324,440,583,677,620,610,427,254,140,42,4,2,1,1,2,4,17,18,16,6,3,1,3,4,2,7,9,23,13,2,4,1,3,4,3,6,14,22,25,5
12-Aug-2022,National,261,374,478,573,532,545,404,293,124,43,2,2,6,9,7,8,7,22,12,6,6,0,5,3,5,4,8,12,18,10,7,1,5,3,6,10,12,13,15,5
13-Aug-2022,National,242,282,380,459,438,367,318,163,85,22,7,1,9,0,3,3,8,14,9,6,4,1,4,5,6,4,4,10,6,4,5,1,2,3,5,2,4,10,6,2
14-Aug-2022,National,261,343,470,569,474,473,384,175,76,26,8,0,2,1,1,1,9,14,8,6,11,0,4,2,1,4,8,18,7,8,8,0,3,4,3,10,6,6,4,3
15-Aug-2022,National,363,543,662,792,712,756,491,294,148,42,6,0,3,1,3,5,13,14,19,7,7,0,6,2,4,4,12,12,12,4,8,2,6,5,0,3,12,23,26,3
16-Aug-2022,National,302,433,672,801,674,664,499,250,150,38,3,5,6,9,4,4,9,12,15,4,2,5,5,6,5,6,9,6,14,3,3,5,2,3,8,7,14,28,19,13
17-Aug-2022,National,294,448,669,733,643,723,508,273,123,45,3,2,3,3,1,10,8,12,10,9,5,3,3,3,1,6,13,11,10,7,4,3,3,5,5,6,19,13,23,5
18-Aug-2022,National,238,402,572,556,553,561,446,249,128,47,5,1,3,3,2,4,12,12,20,5,3,1,5,2,3,6,5,13,14,7,6,0,6,1,3,9,13,12,12,3
19-Aug-2022,National,211,302,428,543,494,529,402,234,114,32,5,0,2,1,2,6,8,10,11,8,6,2,2,3,2,7,6,15,14,6,3,0,5,4,3,6,11,19,19,10
20-Aug-2022,National,172,188,306,365,321,358,261,169,57,15,7,2,1,0,5,8,4,10,15,3,6,1,1,1,3,1,5,7,14,5,4,1,1,1,0,3,9,2,11,3
21-Aug-2022,National,153,253,363,455,389,437,316,146,71,12,5,2,2,3,3,5,6,4,8,4,5,1,1,3,3,5,4,7,7,3,5,4,3,4,4,4,12,6,5,0
22-Aug-2022,National,257,359,500,635,550,544,425,244,125,41,3,3,3,5,3,4,8,14,7,2,1,5,6,4,2,3,10,12,11,1,3,1,4,4,1,4,9,21,19,11
23-Aug-2022,National,208,266,485,546,448,472,334,208,125,44,5,3,4,0,1,4,11,11,11,3,4,0,1,2,1,4,11,4,10,3,2,2,2,3,2,4,7,16,20,9
24-Aug-2022,National,215,227,460,487,437,368,293,163,78,28,8,1,4,2,3,3,5,10,7,1,8,0,2,1,2,5,3,11,7,2,7,1,3,2,4,5,7,8,18,8
25-Aug-2022,National,166,210,342,384,345,331,269,163,78,26,6,0,2,2,1,1,5,5,12,4,6,1,2,4,4,3,9,10,12,1,5,1,2,3,6,7,13,15,12,6
26-Aug-2022,National,191,192,294,376,289,286,253,156,71,27,7,1,0,4,3,2,6,6,10,4,9,1,1,2,3,3,8,6,8,5,7,2,3,4,1,7,10,17,14,0
27-Aug-2022,National,97,114,177,255,222,215,168,78,36,10,4,0,2,1,3,0,5,5,4,2,3,0,2,2,3,1,6,2,4,2,6,0,1,1,2,4,4,5,6,3
28-Aug-2022,National,104,139,229,284,262,244,181,93,46,14,1,0,1,4,3,1,3,8,6,3,2,0,1,2,3,2,4,6,6,6,3,0,1,2,0,1,3,4,6,2
29-Aug-2022,National,171,208,443,406,311,375,268,165,85,14,3,0,2,1,3,2,5,6,7,2,3,1,4,0,3,3,3,5,7,2,8,0,0,3,6,2,3,15,19,7
30-Aug-2022,National,187,174,355,407,302,326,231,148,87,21,2,0,4,4,0,3,7,6,13,2,2,0,4,7,1,2,4,7,11,2,3,2,2,3,4,3,7,14,11,1
31-Aug-2022,National,176,170,299,366,304,277,226,141,61,36,5,0,0,1,1,4,3,9,4,1,5,0,1,1,0,4,6,9,6,0,4,0,6,0,4,1,8,4,9,6
01-Sep-2022,National,123,163,261,302,272,251,197,138,70,14,3,0,2,3,7,5,6,6,8,6,1,0,1,3,5,3,9,3,10,3,5,0,4,3,3,2,4,8,14,4
02-Sep-2022,National,131,154,236,261,264,206,175,117,50,14,2,2,0,3,1,7,6,9,8,1,3,2,1,3,2,6,6,10,5,2,0,2,2,3,3,6,8,11,12,3
03-Sep-2022,National,69,97,150,201,154,155,128,84,25,8,5,1,2,0,1,3,1,5,2,1,5,1,1,0,5,6,3,8,2,0,4,1,0,1,6,5,7,6,4,3
04-Sep-2022,National,82,107,174,245,212,178,144,66,22,5,3,2,0,1,3,4,2,8,7,0,4,1,0,1,1,5,3,10,5,0,2,0,1,2,2,5,1,6,2,1
05-Sep-2022,National,167,182,318,355,286,267,215,120,85,26,3,0,0,0,1,7,10,9,9,3,1,0,0,1,1,5,4,6,7,3,4,0,0,2,3,4,5,13,8,2
06-Sep-2022,National,139,162,294,287,262,265,174,118,60,21,7,0,1,3,2,6,6,7,11,3,6,0,2,3,2,6,3,3,4,4,7,1,1,0,2,3,5,13,12,3
07-Sep-2022,National,121,160,267,291,229,223,193,98,54,12,4,0,0,1,0,2,3,8,10,0,2,0,0,1,0,3,4,10,8,1,4,0,0,2,1,6,7,7,14,3
08-Sep-2022,National,131,123,224,237,234,182,171,107,56,16,0,1,0,1,0,2,2,7,8,4,3,0,0,1,0,2,7,7,9,4,3,0,0,1,0,3,2,11,11,0
09-Sep-2022,National,112,128,206,211,213,189,168,90,46,14,2,0,0,4,2,2,8,10,6,0,5,1,0,3,1,1,7,8,7,1,2,0,0,4,2,5,8,9,13,5
10-Sep-2022,National,82,68,148,158,143,115,105,77,34,9,3,0,1,0,1,1,8,7,4,2,0,1,0,1,0,0,4,4,5,2,3,2,1,2,0,2,5,3,4,1
11-Sep-2022,National,66,140,175,195,170,145,126,62,30,4,1,0,1,2,4,2,2,9,6,0,2,0,2,1,3,2,1,10,7,0,2,0,1,1,1,0,3,3,4,1
12-Sep-2022,National,119,224,302,327,284,299,201,115,62,11,1,1,1,3,0,5,2,12,12,3,1,0,1,3,1,4,4,8,12,1,0,0,2,3,2,3,2,9,6,2
13-Sep-2022,National,94,167,247,262,219,204,156,121,55,12,3,0,0,2,2,2,5,5,4,2,4,2,0,2,1,2,6,7,2,1,3,0,0,1,0,5,3,9,12,1
14-Sep-2022,National,97,105,253,274,226,226,180,116,59,17,3,1,3,3,2,5,5,7,2,1,2,0,0,4,2,7,4,8,1,0,4,1,0,2,1,4,7,12,14,5
15-Sep-2022,National,101,110,223,230,182,201,125,87,38,9,0,1,1,2,1,1,1,5,4,1,1,1,2,1,2,2,1,4,2,0,0,0,1,3,5,4,3,6,5,5
16-Sep-2022,National,58,94,181,176,166,167,141,103,36,8,2,1,2,2,0,2,7,1,5,0,0,1,3,2,0,1,5,1,2,0,1,1,2,2,0,3,5,13,6,4
17-Sep-2022,National,60,71,114,149,143,135,113,63,21,5,2,0,1,0,1,1,3,6,7,1,3,1,2,0,2,1,4,7,6,1,3,1,3,0,1,1,1,2,5,0
18-Sep-2022,National,76,104,137,190,154,160,96,68,28,3,3,1,1,0,2,3,2,4,3,0,1,0,1,0,1,1,0,6,4,1,1,1,0,0,0,2,3,3,3,2
19-Sep-2022,National,117,144,261,347,269,260,219,131,53,11,1,0,1,1,1,2,3,5,7,1,1,1,2,2,1,3,3,3,5,1,2,1,2,4,3,1,3,6,8,4
20-Sep-2022,National,84,138,259,267,234,249,194,110,67,20,2,1,1,1,1,7,4,6,6,3,3,1,1,0,0,6,4,4,5,2,1,0,2,0,1,4,5,7,4,0
21-Sep-2022,National,115,139,243,309,233,232,189,112,60,17,3,2,1,0,1,5,3,1,4,3,4,3,1,1,3,3,3,3,7,0,1,1,0,1,1,3,4,6,5,4
22-Sep-2022,National,119,133,220,267,217,220,175,125,56,8,4,2,0,1,4,1,3,8,2,1,5,1,0,2,4,3,5,6,6,4,2,3,0,0,2,3,9,6,7,1
23-Sep-2022,National,82,99,162,208,213,201,153,109,53,9,3,0,1,4,4,2,3,7,5,1,4,0,1,2,1,4,4,3,2,0,7,0,1,5,3,7,2,4,6,2
24-Sep-2022,National,65,70,98,182,144,131,126,67,29,1,3,0,1,2,1,1,4,4,2,0,2,0,1,2,3,2,4,7,1,0,2,1,0,1,1,3,2,2,3,1
25-Sep-2022,National,57,81,132,161,150,169,101,65,35,3,4,0,1,1,1,1,2,6,4,0,4,0,0,0,2,2,1,7,4,1,4,0,1,1,3,2,2,2,0,1
26-Sep-2022,National,74,105,182,252,216,196,134,64,26,7,3,0,2,0,1,4,3,6,3,1,4,0,4,1,2,0,3,3,5,4,2,0,1,0,0,3,3,3,3,0
27-Sep-2022,National,116,145,281,368,287,285,237,148,63,9,0,1,2,2,1,0,4,1,3,2,1,0,0,2,0,2,3,4,4,1,3,0,2,1,3,1,5,8,7,2
28-Sep-2022,National,90,134,246,286,297,239,197,110,51,11,4,0,1,3,1,4,2,3,6,0,2,0,0,2,0,2,3,3,4,0,3,0,0,1,1,4,9,8,6,2
29-Sep-2022,National,98,122,230,285,223,240,204,125,41,8,0,0,2,2,2,2,3,7,3,1,3,1,3,5,0,3,3,1,4,1,2,1,3,2,1,2,3,6,8,1
30-Sep-2022,National,114,131,199,266,186,224,152,113,52,9,2,0,1,5,1,1,1,4,3,1,0,0,2,3,2,1,1,6,3,1,1,0,3,3,2,3,3,7,6,2
01-Oct-2022,National,50,74,115,169,145,151,120,71,27,5,2,2,0,0,2,1,2,3,3,1,2,2,0,0,2,0,2,3,6,0,2,1,0,4,1,1,2,4,5,0
02-Oct-2022,National,73,80,178,208,166,202,140,62,31,5,2,0,1,1,2,1,4,1,3,1,3,0,1,0,3,1,1,4,4,1,1,1,2,0,1,1,2,4,4,0
03-Oct-2022,National,110,119,288,285,271,263,231,135,80,15,5,0,0,0,1,3,0,5,3,1,3,0,0,1,0,5,2,5,5,1,3,0,0,3,2,1,2,7,5,0
04-Oct-2022,National,95,143,313,307,255,301,213,134,58,12,4,0,2,4,1,5,1,3,4,0,4,0,1,2,1,2,2,3,5,3,6,0,0,1,2,4,4,6,5,1
05-Oct-2022,National,95,109,279,325,254,255,216,169,51,14,4,1,0,1,3,2,2,7,2,3,6,0,1,1,2,3,2,8,4,1,5,0,0,0,2,3,4,7,3,0
06-Oct-2022,National,115,127,302,300,249,258,207,121,49,9,1,0,3,0,4,1,2,5,4,1,1,0,2,0,5,3,3,5,7,4,1,0,1,1,3,0,2,7,6,2
07-Oct-2022,National,89,92,226,272,196,241,197,155,62,11,1,0,1,1,3,1,3,3,4,0,2,0,1,2,1,1,3,8,3,0,1,0,3,2,2,3,1,4,3,0
08-Oct-2022,National,59,72,163,203,160,187,146,104,34,7,3,0,4,2,0,0,1,5,2,2,3,0,2,1,2,1,4,5,3,1,4,0,0,1,0,3,1,3,2,0
09-Oct-2022,National,57,87,213,242,206,253,170,103,42,7,2,0,0,0,1,5,2,4,3,1,2,0,2,2,2,3,5,3,5,4,1,0,2,2,2,1,1,1,2,0
10-Oct-2022,National,141,144,372,413,355,380,318,217,87,17,4,1,1,1,2,3,8,9,7,3,3,1,2,2,2,3,2,7,7,1,3,1,4,1,3,1,3,7,5,2
11-Oct-2022,National,111,126,323,416,314,325,323,179,84,12,6,0,0,5,4,1,6,6,7,0,6,2,0,2,3,5,10,6,12,3,3,0,1,2,2,2,4,9,3,2
12-Oct-2022,National,111,122,331,417,317,342,337,232,97,24,4,1,1,2,2,5,6,10,11,4,2,2,0,3,2,3,8,6,11,2,4,0,0,3,2,7,5,6,3,2
13-Oct-2022,National,129,154,304,380,299,334,275,202,82,15,1,2,2,7,2,0,4,3,9,1,2,3,3,8,4,2,2,8,9,2,4,3,2,5,1,1,7,5,7,2
14-Oct-2022,National,107,111,265,297,263,262,302,195,91,14,2,3,0,0,4,2,4,5,7,5,3,1,0,1,1,1,4,7,3,2,3,1,1,2,2,2,5,7,7,3
15-Oct-2022,National,79,97,175,258,211,250,204,130,46,19,2,0,2,1,1,5,8,5,4,7,2,0,4,2,3,3,4,8,6,9,2,1,2,1,1,2,2,3,5,0
16-Oct-2022,National,89,114,242,328,277,289,222,139,45,6,2,0,5,4,5,3,4,4,3,2,2,0,4,1,3,4,10,4,5,4,2,1,3,2,2,3,2,4,3,0
17-Oct-2022,National,136,182,403,510,441,461,402,243,117,28,4,0,3,0,1,4,8,9,7,5,2,0,1,1,5,2,7,12,7,3,2,1,3,2,6,3,5,7,6,4
18-Oct-2022,National,152,186,439,461,419,473,366,269,121,38,0,1,1,2,5,2,8,9,12,2,2,2,1,1,6,4,6,11,17,6,2,0,1,1,0,0,8,11,8,0
19-Oct-2022,National,140,187,385,436,368,382,386,227,102,22,4,3,3,0,4,2,5,9,11,6,4,1,3,2,5,5,8,13,14,6,4,2,4,1,8,3,7,10,9,2
20-Oct-2022,National,151,186,309,407,328,355,325,221,121,30,1,1,1,0,0,6,7,11,9,3,3,1,2,3,0,6,8,13,3,5,4,0,0,4,1,6,12,8,13,4
21-Oct-2022,National,126,163,277,338,292,343,332,225,90,11,5,1,4,3,2,3,7,8,9,3,3,1,3,2,1,2,6,8,9,3,2,1,2,2,1,6,4,7,6,3
22-Oct-2022,National,101,127,186,265,222,255,208,143,65,16,5,0,2,0,0,2,3,7,7,5,4,1,2,0,0,1,5,9,11,6,5,0,3,0,3,1,6,5,8,3
23-Oct-2022,National,93,119,217,260,248,267,222,129,69,14,2,1,2,3,2,2,2,6,8,6,5,1,2,4,3,8,2,7,11,5,3,1,1,2,2,4,6,3,5,0
24-Oct-2022,National,133,205,334,408,357,427,285,192,56,13,6,2,4,1,3,4,6,6,7,4,3,1,1,1,2,5,7,7,7,6,6,2,0,1,3,4,3,7,3,2
25-Oct-2022,National,223,313,553,639,589,592,508,310,155,41,2,1,2,0,4,5,9,10,10,5,3,0,4,1,1,4,9,10,9,4,0,0,2,1,2,3,6,11,7,6
26-Oct-2022,National,223,300,511,554,512,523,437,331,149,37,2,2,4,2,6,14,5,13,15,6,2,2,4,0,7,7,3,9,10,4,3,2,4,0,2,4,3,6,12,8
27-Oct-2022,National,173,235,428,529,454,479,440,292,120,21,3,2,2,4,8,7,6,14,12,5,5,2,2,2,5,9,7,10,10,4,3,2,3,0,5,4,5,8,8,8
28-Oct-2022,National,155,249,366,458,431,433,373,289,95,18,6,1,1,3,4,6,8,15,8,2,6,1,1,5,4,4,8,10,16,6,4,1,4,1,2,8,4,8,10,3
29-Oct-2022,National,141,156,306,323,277,343,318,202,63,13,4,0,1,2,0,4,9,14,6,3,1,0,2,1,4,4,6,17,3,3,4,1,1,3,6,6,5,3,3,4
30-Oct-2022,National,133,194,333,418,377,385,307,185,53,11,4,1,3,1,1,8,5,5,7,2,6,1,3,5,3,5,3,10,6,1,4,1,1,2,2,2,5,8,2,1
31-Oct-2022,National,243,329,544,632,542,536,528,344,131,27,4,1,5,3,3,5,5,13,8,4,3,1,5,1,4,8,4,13,10,4,2,0,6,3,3,12,9,15,10,3
01-Nov-2022,National,210,272,495,619,500,514,444,298,119,24,2,2,2,5,4,5,4,17,9,4,2,1,4,3,1,7,6,12,8,5,5,0,5,5,4,8,10,13,14,7
02-Nov-2022,National,220,319,477,538,473,470,400,282,121,29,8,1,2,5,5,7,4,15,11,5,6,2,1,3,5,7,5,12,9,4,7,4,1,5,5,6,7,14,9,7
03-Nov-2022,National,225,288,450,484,417,437,403,301,115,28,2,3,3,6,3,5,9,12,12,4,4,1,2,6,2,9,8,10,15,3,3,2,2,5,2,8,3,11,7,4
04-Nov-2022,National,154,270,379,415,354,373,378,261,114,21,2,1,2,2,3,10,4,6,15,3,3,2,1,1,4,9,6,12,14,5,4,1,0,3,4,4,3,11,9,4
05-Nov-2022,National,136,181,252,303,295,276,220,167,78,15,8,1,4,1,0,9,3,6,16,5,5,2,3,1,0,8,7,9,16,4,4,0,2,2,1,6,4,6,10,3
06-Nov-2022,National,166,267,325,366,359,336,257,157,67,13,5,0,1,0,3,2,5,7,18,3,5,0,2,1,2,2,5,6,5,2,5,3,2,2,1,5,9,14,5,0
